ID,Bloc,IDc_Lvl,Rep_Geo,R,W,Trial_in_Bloc,Time_Abs,Time_Rel,X,Y,P_Raw,Thickness,Err_Radiale,InT,Angle
P01,VP_FB,1,9,350,5,5,22836.5183081,5.233606099998724,1032.204234835678,890.9266191477361,3928.0,6,8.27774638493247,0,1.3678751231871593
P01,VP_FB,1,9,350,5,5,22836.5303496,5.245647600000666,1027.1980745537376,891.4804369006717,3928.0,6,7.846445766360489,0,1.3818901288938161
P01,VP_FB,1,9,350,5,5,22836.5418702,5.257168199997977,1022.6320162746053,891.8681093277268,3920.0,6,7.398846982599366,0,1.3946426926630717
P01,VP_FB,1,9,350,5,5,22836.5532971,5.2685950999984925,1019.2762385031948,892.2003999794882,3920.0,6,7.153740281127568,0,1.4040563664738865
P01,VP_FB,1,9,350,5,5,22836.5656571,5.280955099999119,1014.8752184751153,892.9203630583047,3944.0,6,7.161129273465633,0,1.416542578518645
P01,VP_FB,1,9,350,5,5,22836.5776562,5.2929541999983485,1011.8495172058107,893.4741808112404,3944.0,6,7.256726927084117,0,1.425149564214597
P01,VP_FB,1,9,350,5,5,22836.5890754,5.30437339999844,1008.0536374315922,894.1387621147633,3960.0,6,7.384127938810138,0,1.4359284894429916
P01,VP_FB,1,9,350,5,5,22836.6017893,5.317087299998093,1004.3677831580757,894.7479616429927,3984.0,6,7.511701168255797,0,1.4463739207534179
P01,VP_FB,1,9,350,5,5,22836.6137872,5.329085199999099,1001.617145640526,895.3017793959285,3984.0,6,7.730822341572662,0,1.4541958130567088
P01,VP_FB,1,9,350,5,5,22836.6253557,5.340653699997347,997.9863041173605,895.8555971488641,3992.0,6,7.877304844371622,0,1.464452627655188
P01,VP_FB,1,9,350,5,5,22836.6377897,5.353087699997559,995.3456921005129,896.2986513512128,3976.0,6,8.047548385346943,0,1.471917409545765
P01,VP_FB,1,9,350,5,5,22836.6495172,5.364815199998702,991.8248760780493,896.797087328855,3984.0,6,8.213601449941848,0,1.4818357410578635
P01,VP_FB,1,9,350,5,5,22836.661262,5.376560000000609,988.3040600555859,897.1293779806164,3984.0,6,8.249232284525874,0,1.49170728376493
P01,VP_FB,1,9,350,5,5,22836.67348,5.388778000000457,985.6084352883871,897.2401415312034,3984.0,6,8.156824141539687,0,1.4992346427935086
P01,VP_FB,1,9,350,5,5,22836.6853237,5.400621699998737,981.8675682645197,897.2401415312034,4008.0,6,7.908800203400574,0,1.5096600921605678
P01,VP_FB,1,9,350,5,5,22836.6968218,5.412119799999346,978.841866995215,897.2401415312034,4000.0,6,7.736683432241307,0,1.5181022915607216
P01,VP_FB,1,9,350,5,5,22836.7084895,5.423787499999889,974.7709234692416,896.6309420029743,3984.0,6,6.93670163498598,0,1.52940203323005
P01,VP_FB,1,9,350,5,5,22836.7097169,5.425014899999951,971.5801839488839,895.744833598277,3960.0,6,5.933262413272871,0,1.5382558786356184
P01,VP_FB,1,9,350,5,5,22836.7212126,5.436510600000474,970.534941692215,895.4679247218091,3952.0,6,5.624001583819052,0,1.5411681714578973
P01,VP_FB,1,9,350,5,5,22836.7339254,5.449223399999028,967.3442021718577,894.3602892159377,3920.0,6,4.436386222893418,0,1.5500740530690307
P01,VP_FB,1,9,350,5,5,22836.745675,5.460972999997466,963.1082203948312,893.0311266088918,3904.0,6,3.0448093213752827,0,1.5619921737022393
P01,VP_FB,1,9,350,5,5,22836.758069,5.473366999998689,958.9272513681556,891.8681093277268,3904.0,6,1.8697445809971782,1,1.5738450410142137
P01,VP_FB,1,9,350,5,5,22836.7704921,5.485790099999576,955.0213460932351,891.0373826983231,3920.0,6,1.0726862722480064,1,1.5849780646265301
P01,VP_FB,1,1,350,5,6,22844.6610721,0.008806199999526143,960.5776338786854,892.0342546536075,3976.0,6,2.0347285573097906,1,1.56915548260815
P01,VP_FB,1,1,350,5,6,22844.6686856,0.016419700001279125,960.5776338786854,892.0342546536075,3944.0,6,2.0347285573097906,1,1.56915548260815
P01,VP_FB,1,1,350,5,6,22844.6774816,0.02521569999953499,960.4125956276324,892.0342546536075,3936.0,6,2.0344964412904005,1,1.5696242947177441
P01,VP_FB,1,1,350,5,6,22844.6846361,0.03237019999869517,959.8074553737715,892.0342546536075,3952.0,6,2.0343073096059356,1,1.5713432752934677
P01,VP_FB,1,1,350,5,6,22844.6940603,0.04179440000007162,959.2573278702615,892.0342546536075,3952.0,6,2.035038045097508,1,1.5729059823699727
P01,VP_FB,1,1,350,5,6,22844.7012733,0.049007400000846246,958.4871493653477,892.2003999794882,3968.0,6,2.203649133217027,1,1.5750917260348416
P01,VP_FB,1,1,350,5,6,22844.7082936,0.05602770000041346,957.0568178562219,892.6434541818368,3976.0,6,2.6557359499894346,0,1.5791421893774105
P01,VP_FB,1,1,350,5,6,22844.7167291,0.06446320000031847,956.066588349904,892.9203630583047,3984.0,6,2.9422819504836752,0,1.581941188941683
P01,VP_FB,1,1,350,5,6,22844.7245639,0.07229799999913666,954.6362568407782,893.2526537100662,3992.0,6,3.2933725586739797,0,1.5859790323069005
P01,VP_FB,1,1,350,5,6,22844.7326343,0.08036839999840595,953.6460273344603,893.4741808112404,3984.0,6,3.531284993014367,0,1.5887701669219285
P01,VP_FB,1,1,350,5,6,22844.7412197,0.08895380000103614,952.2707085756855,893.7510896877084,4000.0,6,3.835520264943284,0,1.592642370552749
P01,VP_FB,1,1,350,5,6,22844.7484103,0.09614439999859314,951.1704535686657,893.8618532382956,4000.0,6,3.9719933376426297,0,1.5957431093000287
P01,VP_FB,1,1,350,5,6,22844.7571691,0.10490320000099018,949.9601730609438,893.9726167888825,4016.0,6,4.114969411539107,0,1.5991520116557785
P01,VP_FB,1,1,350,5,6,22844.7648218,0.11255589999927906,948.144752299361,894.0279985641762,4032.0,6,4.226439816962056,0,1.6042705700305522
P01,VP_FB,1,1,350,5,6,22844.773595,0.12132909999854746,946.8794590412882,894.0279985641762,4040.0,6,4.271043640890241,0,1.6078401169526464
P01,VP_FB,1,1,350,5,6,22844.7809258,0.12865990000136662,944.8990000286525,894.0279985641762,4064.0,6,4.34991740861318,0,1.6134253041514193
P01,VP_FB,1,1,350,5,6,22844.7886292,0.13636330000008456,943.4136557691756,894.0279985641762,4080.0,6,4.416323809019445,0,1.6176124679320287
P01,VP_FB,1,1,350,5,6,22844.7969303,0.1446643999988737,941.8732987593478,893.9172350135891,4080.0,6,4.381131745938092,0,1.6219689577440606
P01,VP_FB,1,1,350,5,6,22844.8049396,0.15267369999855873,939.5077504942551,893.5849443618276,4088.0,6,4.17826749980361,0,1.6286872309073743
P01,VP_FB,1,1,350,5,6,22844.8132212,0.16095529999802238,937.8573679837255,893.3634172606534,4096.0,6,4.0564938124067,0,1.6333769940674039
P01,VP_FB,1,1,350,5,6,22844.8210776,0.16881170000124257,936.0969599724936,893.0865083841854,4088.0,6,3.8946703829997205,0,1.638390596624871
P01,VP_FB,1,1,350,5,6,22844.8288356,0.17656970000098227,933.5113607059969,892.6434541818368,4080.0,6,3.6368954011232972,0,1.645770040277205
P01,VP_FB,1,1,350,5,6,22844.8369263,0.18466039999839268,930.8157359387983,892.0896364289011,4088.0,6,3.297089358842186,0,1.6534960088918293
P01,VP_FB,1,1,350,5,6,22844.8443994,0.19213350000063656,928.9453024268646,891.7573457771397,4080.0,6,3.125508211368242,0,1.6588524586695463
P01,VP_FB,1,1,350,5,6,22844.8531938,0.20092790000126115,927.0748689149308,891.4804369006717,4080.0,6,3.019208798694251,0,1.6641993282110659
P01,VP_FB,1,1,350,5,6,22844.8602164,0.2079505000001518,924.1041803959772,891.0927644736167,4072.0,6,2.922993202158864,0,1.672682574481403
P01,VP_FB,1,1,350,5,6,22844.8692611,0.2169952000003832,922.0136958826395,890.8158555971489,4064.0,6,2.8664390939669033,0,1.6786559971662678
P01,VP_FB,1,1,350,5,6,22844.876597,0.22433109999838052,919.0430073636859,890.3728013948003,4072.0,6,2.758522509451552,0,1.6871636767591636
P01,VP_FB,1,1,350,5,6,22844.8841311,0.2318651999994472,917.1175611014011,890.0405107430388,4064.0,6,2.6574297064213965,0,1.6926960000469555
P01,VP_FB,1,1,350,5,6,22844.8922166,0.239950700000918,914.0368470817455,889.4866929901032,4056.0,6,2.4961843812574784,1,1.70156201784148
P01,VP_FB,1,1,350,5,6,22844.9004155,0.2481496000000334,911.9463625684078,889.0436387877545,4048.0,6,2.3359389114362443,1,1.707608579476498
P01,VP_FB,1,1,350,5,6,22844.908563,0.2562971000006655,908.8656485487522,888.4344392595251,4032.0,6,2.166552018273592,1,1.7165107729866014
P01,VP_FB,1,1,350,5,6,22844.9172826,0.2650166999992507,906.7201512850634,887.8806215065895,4040.0,6,1.9370243365956412,1,1.7227709513668956
P01,VP_FB,1,1,350,5,6,22844.9250722,0.2728062999995018,903.6944500157589,886.9391313265986,4032.0,6,1.4784144221131328,1,1.731685869284731
P01,VP_FB,1,1,350,5,6,22844.9326577,0.2803917999990517,901.6589782527722,886.3299317983693,4032.0,6,1.2094766346341999,1,1.7376845347438559
P01,VP_FB,1,1,350,5,6,22844.9417193,0.2894534000006388,899.5684937394344,885.6653504948464,4032.0,6,0.9081097404928755,1,1.743873764159843
P01,VP_FB,1,1,350,5,6,22844.9492125,0.2969465999995009,896.4877797197787,884.5577149889749,4024.0,6,0.36241391357469865,1,1.7530798973669661
P01,VP_FB,1,1,350,5,6,22844.9565082,0.3042423000006238,894.4523079567921,883.7269883595712,4024.0,6,0.07894824841986292,1,1.7592308644496166
P01,VP_FB,1,1,350,5,6,22844.9656228,0.3133568999983254,891.2065556860834,882.5085893031127,4008.0,6,0.651074530090682,1,1.7690107280202607
P01,VP_FB,1,1,350,5,6,22844.9731731,0.3209071999990556,889.0610584223948,881.677862673709,4024.0,6,1.0356819481040134,1,1.7755073513287334
P01,VP_FB,1,1,350,5,6,22844.9809837,0.32871779999913997,886.860548408355,880.8471360443053,4024.0,6,1.3939909744357806,1,1.7821723359253383
P01,VP_FB,1,1,350,5,6,22844.9890064,0.3367404999989958,883.6698088879975,879.6841187631403,4008.0,6,1.845438612265184,1,1.791834089081549
P01,VP_FB,1,1,350,5,6,22844.9977595,0.345493599998008,881.4692988739578,878.9641556843239,4024.0,6,2.057806729143067,1,1.7984582807792993
P01,VP_FB,1,1,350,5,6,22845.0048148,0.35254889999851,879.37881436062,878.1888108302138,4016.0,6,2.3342879364524833,1,1.8048194309627859
P01,VP_FB,1,1,350,5,6,22845.0124721,0.36020619999908376,876.1880748402624,876.9150299984616,3992.0,6,2.816797298824156,0,1.8146102248736786
P01,VP_FB,1,1,350,5,6,22845.0208254,0.36855949999880977,874.0975903269248,876.084303369058,3984.0,6,3.111137453642243,0,1.8210365319444817
